sales_id,product_id,customer_id,channel_id,order_date,qty,unit_price,discount_rate,sale_currency
2600,41,15,3,2025-01-23,10,351.74,0.0198283558921358,EUR
2601,42,85,4,2025-01-23,5,409.54,0.1830786373449352,USD
2602,43,115,4,2025-01-23,6,330.49,0.1789519360488079,EUR
2603,44,102,2,2025-01-23,6,92.45,0.1837172832370577,USD
2604,45,105,1,2025-01-23,16,301.46,0.0502015718883352,EUR
2605,46,110,3,2025-01-23,15,53.73,0.055488641381263,USD
2606,47,107,1,2025-01-23,3,428.96,0.0680361749233108,TRY
2607,48,39,2,2025-01-23,6,273.19,0.1692461796021674,EUR
2608,49,57,2,2025-01-23,2,116.04,0.1394666436057569,EUR
2609,50,22,4,2025-01-23,4,318.93,0.0615304906168709,USD
2610,51,65,2,2025-01-23,7,153.41,0.043804859025282,USD
2611,52,22,1,2025-01-23,29,421.34,0.1647829463909882,TRY
2612,53,49,2,2025-01-23,6,404.45,0.0717870829614199,TRY
2613,54,36,1,2025-01-23,9,159.22,0.1684133391992228,USD
2614,55,9,3,2025-01-23,12,125.9,0.1376428819710172,TRY
2615,56,30,3,2025-01-23,6,279.57,0.1305673912347673,TRY
2616,57,95,4,2025-01-23,8,90.69,0.100171962193246,EUR
2617,58,31,3,2025-01-23,9,403.48,0.188721299570675,TRY
2618,59,75,1,2025-01-23,3,250.8,0.0642574172917453,EUR
2619,61,95,4,2025-01-23,13,425.9,0.0099821899901698,TRY
2620,62,36,3,2025-01-23,7,424.27,0.0187726487123966,USD
2621,63,70,1,2025-01-23,3,210.55,0.0424557335034555,USD
2622,64,113,3,2025-01-23,7,487.45,0.1504883653690997,EUR
2623,65,87,2,2025-01-23,8,249.15,0.0831275571233141,TRY
2624,66,48,1,2025-01-23,18,90.11,0.1753678223307422,EUR
2625,67,105,3,2025-01-23,10,187.79,0.1318243135466197,TRY
2626,68,20,1,2025-01-23,4,94.57,0.1035058390297663,TRY
2627,69,2,1,2025-01-23,12,356.9,0.0905622936418323,TRY
2628,70,84,4,2025-01-23,1,166.48,0.1554141931489455,TRY
2629,71,47,2,2025-01-23,12,270.33,0.1682515290940224,EUR
2630,72,30,1,2025-01-23,3,161.34,0.0823794897688906,TRY
2631,73,28,2,2025-01-23,2,454.79,0.1411775786399523,EUR
2632,74,3,2,2025-01-23,11,471.39,0.0054099550788969,EUR
2633,75,71,1,2025-01-23,6,160.39,0.1634846738048665,USD
2634,76,114,4,2025-01-23,7,286.51,0.18660319169706,USD
2635,77,79,1,2025-01-23,1,357.08,0.1715243361523373,EUR
2636,78,43,4,2025-01-23,18,261.88,0.0032289382384677,TRY
2637,79,50,1,2025-01-23,3,482.18,0.0436059974169453,EUR
2638,81,52,4,2025-01-23,8,402.23,0.0609359855647941,USD
2639,82,109,3,2025-01-23,9,291.66,0.0048140790192648,USD
2640,83,18,2,2025-01-23,15,59.21,0.0043814597187079,EUR
2641,84,98,4,2025-01-23,6,382.6,0.165687164840025,USD
2642,85,4,4,2025-01-23,2,141.26,0.1400317590904866,USD
2643,86,52,1,2025-01-23,11,207.66,0.0814269921045812,USD
2644,87,61,1,2025-01-23,1,454.56,0.1526012035650898,USD
2645,88,87,1,2025-01-23,6,446.36,0.038331571137168,EUR
2646,89,16,4,2025-01-23,5,231.12,0.1990392618874465,USD
2647,90,99,2,2025-01-23,11,238.39,0.1123704569845176,TRY
2648,91,69,1,2025-01-23,10,188.23,0.1608565646907395,TRY
2649,92,52,2,2025-01-23,11,349.03,0.0845777285432197,USD
2650,93,114,2,2025-01-23,4,462.26,0.1174624536811362,TRY
2651,94,88,3,2025-01-23,9,478.97,0.0174196074524101,TRY
2652,95,46,3,2025-01-23,10,160.24,0.1979134196635092,EUR
2653,96,49,1,2025-01-23,7,263.58,0.1550174840771865,EUR
2654,97,25,4,2025-01-23,6,152.42,0.1197628798777345,USD
2655,98,35,2,2025-01-23,9,228.54,0.0003983518002397,EUR
2656,99,85,3,2025-01-23,2,507.9,0.0464000516554879,TRY
2657,100,60,1,2025-01-23,8,389.91,0.1572699386557305,USD
2658,101,50,1,2025-01-23,8,328.58,0.1449358367007631,USD
2659,102,87,2,2025-01-23,8,316.86,0.1268035372747557,EUR
2660,103,14,1,2025-01-23,4,466.99,0.0227795561309752,TRY
2661,104,116,2,2025-01-23,13,268.76,0.075922734514611,USD
2662,105,58,2,2025-01-23,3,235.45,0.1699842790574564,EUR
2663,106,53,2,2025-01-23,4,402.5,0.1549421340918263,USD
2664,107,4,2,2025-01-23,6,276.32,0.1261621524368879,TRY
2665,108,59,1,2025-01-23,1,249.65,0.1026354963021038,USD
2666,109,71,4,2025-01-23,12,130.31,0.0318668058546053,EUR
2667,110,108,3,2025-01-23,7,175.39,0.0347706491519242,EUR
2668,111,59,1,2025-01-23,16,442.26,0.1053154667112961,TRY
2669,112,73,3,2025-01-23,16,328.32,0.0294610329215826,EUR
2670,114,93,1,2025-01-23,8,279.86,0.0177634627748459,TRY
2671,115,103,2,2025-01-23,4,432.9,0.1199681593247626,USD
2672,116,68,1,2025-01-23,5,438.3,0.0944495713802345,TRY
2673,117,8,4,2025-01-23,16,447.98,0.0266937760124682,USD
2674,118,25,4,2025-01-23,5,61.82,0.1271205257734804,EUR
2675,119,42,2,2025-01-23,9,452.37,0.1345035670717879,EUR
2676,120,43,3,2025-01-23,6,154.14,0.1606137239856453,TRY
2677,1,12,3,2025-01-24,11,83.84,0.0142584886944705,EUR
2678,2,11,3,2025-01-24,10,508.39,0.096664252422864,TRY
2679,3,78,1,2025-01-24,7,318.81,0.0535969083781171,EUR
2680,5,42,1,2025-01-24,3,130.88,0.0002911244993107,USD
2681,6,86,4,2025-01-24,18,161.59,0.1790395078587052,EUR
2682,7,7,4,2025-01-24,2,321.19,0.0731490824354832,TRY
2683,8,2,3,2025-01-24,11,348.14,0.1293224923191918,EUR
2684,9,41,3,2025-01-24,5,91.23,0.117566441365823,EUR
2685,10,98,1,2025-01-24,13,153.61,0.1785576899524901,USD
2686,11,23,2,2025-01-24,1,147.93,0.0497289145055517,USD
2687,12,51,4,2025-01-24,7,485.0,0.0162869808141468,EUR
2688,13,31,1,2025-01-24,1,152.88,0.1537890883688906,TRY
2689,16,85,1,2025-01-24,10,384.09,0.1027483036693136,USD
2690,15,21,3,2025-01-24,3,388.59,0.0889632083984884,TRY
2691,16,37,4,2025-01-24,6,420.26,0.121616099324546,USD
2692,17,93,2,2025-01-24,11,261.15,0.1384098372419616,TRY
2693,18,120,1,2025-01-24,17,47.8,0.0473459979035642,USD
2694,19,65,1,2025-01-24,5,290.31,0.0379746937824806,USD
2695,20,63,4,2025-01-24,20,328.49,0.1815766118574571,TRY
2696,21,6,4,2025-01-24,5,464.08,0.008514299252017,USD
2697,22,77,1,2025-01-24,5,505.76,0.1193161728504115,TRY
2698,23,111,3,2025-01-24,11,476.93,0.1398583033906424,EUR
2699,24,104,2,2025-01-24,11,429.84,0.0444715709669303,TRY
2700,25,71,3,2025-01-24,14,135.2,0.0779595246591751,EUR
2701,26,31,4,2025-01-24,6,127.68,0.0677006714953142,USD
2702,27,5,4,2025-01-24,9,362.47,0.0372941444190436,EUR
2703,28,19,2,2025-01-24,10,500.89,0.0590537235054299,EUR
2704,29,61,1,2025-01-24,3,532.83,0.0036178921364835,EUR
2705,30,62,3,2025-01-24,5,486.21,0.0954814105510308,TRY
2706,31,118,2,2025-01-24,6,434.7,0.145281900015807,EUR
2707,32,38,1,2025-01-24,3,187.05,0.1281144870749116,USD
2708,33,94,3,2025-01-24,4,363.13,0.0780803020982412,USD
2709,34,103,4,2025-01-24,4,155.46,0.0487761729606674,EUR
2710,35,32,2,2025-01-24,2,282.53,0.077497187253538,EUR
2711,36,47,1,2025-01-24,4,320.51,0.0653433720814034,TRY
2712,37,95,1,2025-01-24,2,64.03,0.0464178308490262,EUR
2713,38,1,4,2025-01-24,1,301.26,0.1069241140800816,TRY
2714,39,119,3,2025-01-24,8,392.39,0.0432163654369853,TRY
2715,40,31,4,2025-01-24,6,231.99,0.1625201762494948,USD
2716,41,83,1,2025-01-24,11,295.99,0.0867945430118367,EUR
2717,42,2,1,2025-01-24,5,394.6,0.1266574761702638,USD
2718,43,8,2,2025-01-24,7,338.17,0.1719162214046055,EUR
2719,44,18,3,2025-01-24,6,78.13,0.1610988180947004,USD
2720,45,99,2,2025-01-24,18,274.06,0.0046610960488171,EUR
2721,46,30,3,2025-01-24,10,59.59,0.1885515488089144,USD
2722,47,6,4,2025-01-24,6,462.21,0.1714936228276996,TRY
2723,48,111,2,2025-01-24,9,265.94,0.0099077979077115,EUR
2724,49,120,4,2025-01-24,2,132.09,0.1934016160122581,EUR
2725,50,6,2,2025-01-24,3,370.04,0.0590551520311627,USD
2726,51,89,3,2025-01-24,11,158.69,0.0638045538750737,USD
2727,52,72,1,2025-01-24,15,426.88,0.0570626585568917,TRY
2728,53,45,4,2025-01-24,2,419.09,0.0032579967835868,TRY
2729,54,98,3,2025-01-24,4,150.53,0.125850096867071,USD
2730,55,77,2,2025-01-24,11,116.9,0.0660342609854592,TRY
2731,56,7,4,2025-01-24,6,287.03,0.1588403935519289,TRY
2732,57,14,4,2025-01-24,13,75.98,0.0629794652751257,EUR
2733,58,4,4,2025-01-24,12,396.78,0.1621720141470418,TRY
2734,59,97,2,2025-01-24,2,297.88,0.0895289898074939,EUR
2735,57,65,3,2025-01-24,2,84.2,0.0843198744979465,EUR
2736,61,9,1,2025-01-24,8,451.33,0.0730331853437023,TRY
2737,62,55,1,2025-01-24,13,435.26,0.0882438156461707,USD
2738,63,68,3,2025-01-24,6,198.29,0.0994100850954105,USD
2739,64,39,3,2025-01-24,14,413.03,0.088007541853311,EUR
2740,65,73,4,2025-01-24,11,224.8,0.0150106626885962,TRY
2741,66,28,3,2025-01-24,6,100.48,0.053069657171688,EUR
2742,67,75,4,2025-01-24,14,212.65,0.0194147641658922,TRY
2743,68,98,1,2025-01-24,14,96.44,0.01088284748691,TRY
2744,69,56,4,2025-01-24,9,388.15,0.128597156602749,TRY
2745,70,75,4,2025-01-24,1,196.05,0.1928847651833211,TRY
2746,71,25,2,2025-01-24,5,322.04,0.0429616159643012,EUR
2747,72,51,4,2025-01-24,4,177.77,0.1762213592563109,TRY
2748,73,99,1,2025-01-24,2,435.63,0.1093877240342581,EUR
2749,74,109,4,2025-01-24,5,500.59,0.0371470838346617,EUR
2750,75,110,2,2025-01-24,10,152.83,0.0948095601816309,USD
2751,76,4,2,2025-01-24,10,309.77,0.0011958342875699,USD
2752,77,109,2,2025-01-24,2,329.27,0.1206939985750328,EUR
2753,78,28,4,2025-01-24,10,266.88,0.1634759428257591,TRY
2754,79,38,4,2025-01-24,10,471.86,0.1572267959752863,EUR
2755,80,42,2,2025-01-24,2,152.99,0.0518152535556526,EUR
2756,81,49,4,2025-01-24,14,378.89,0.0480146136329867,USD
2757,82,57,2,2025-01-24,3,257.97,0.1234623027733955,USD
2758,83,29,2,2025-01-24,10,66.98,0.094679552195141,EUR
2759,84,18,1,2025-01-24,11,432.37,0.1441860102637372,USD
2760,85,89,3,2025-01-24,3,133.65,0.0476596946805872,USD
2761,86,98,2,2025-01-24,11,199.02,0.1983150616290167,USD
2762,87,39,2,2025-01-24,7,398.9,0.1596752497184085,USD
2763,88,114,2,2025-01-24,11,447.2,0.0989288041887326,EUR
2764,89,111,3,2025-01-24,3,212.09,0.1216215804354738,USD
2765,90,115,2,2025-01-24,6,256.54,0.0168207411889071,TRY
2766,91,73,4,2025-01-24,16,187.66,0.0778008044624014,TRY
2767,92,16,2,2025-01-24,9,321.1,0.1379452371736643,USD
2768,93,32,3,2025-01-24,25,480.63,0.0058908909615578,TRY
2769,94,81,4,2025-01-24,15,462.81,0.0426888177893081,TRY
2770,95,60,4,2025-01-24,6,164.1,0.1449412685321012,EUR
2771,96,51,1,2025-01-24,7,245.2,0.0933724257623313,EUR
2772,97,1,4,2025-01-24,5,156.77,0.0803618176707324,USD
2773,98,43,1,2025-01-24,8,212.02,0.0414670743920083,EUR
2774,99,18,3,2025-01-24,3,484.74,0.1228725348609565,TRY
2775,100,102,4,2025-01-24,10,399.41,0.1260348994846104,USD
2776,101,35,4,2025-01-24,16,306.17,0.1416118879579174,USD
2777,102,65,3,2025-01-24,7,327.7,0.0037005255749784,EUR
2778,103,108,1,2025-01-24,1,430.77,0.0334008953392917,TRY
2779,104,32,1,2025-01-24,4,225.38,0.1851893058861791,USD
2780,105,82,3,2025-01-24,3,244.22,0.141317698962745,EUR
2781,106,53,3,2025-01-24,3,433.36,0.1693899032382075,USD
2782,107,77,3,2025-01-24,6,254.13,0.145785701380631,TRY
2783,108,76,2,2025-01-24,4,229.1,0.0971402416314018,USD
2784,109,108,3,2025-01-24,10,139.21,0.1397965636403481,EUR
2785,110,5,4,2025-01-24,11,173.99,0.1994511672826959,EUR
2786,111,2,3,2025-01-24,14,470.06,0.1178554620446157,TRY
2787,112,19,2,2025-01-24,5,342.6,0.1733550820977921,EUR
2788,113,17,2,2025-01-24,3,351.86,0.1647092110171108,TRY
2789,114,13,4,2025-01-24,18,316.43,0.0263576146145188,TRY
2790,115,85,1,2025-01-24,5,407.81,0.0261524589372341,USD
2791,116,30,3,2025-01-24,2,496.57,0.1734047888371788,TRY
2792,117,56,4,2025-01-24,15,399.76,0.0502955660466605,USD
2793,118,117,2,2025-01-24,6,60.49,0.1482625018045482,EUR
2794,119,64,3,2025-01-24,26,476.07,0.0386217114577001,EUR
2795,120,44,2,2025-01-24,6,162.46,0.0600342425296082,TRY
2796,1,120,1,2025-01-25,16,93.35,0.1126252849584956,EUR
2797,2,84,2,2025-01-25,16,515.04,0.0305525097780921,TRY
2798,3,114,2,2025-01-25,10,295.95,0.0900619948277977,EUR
2799,4,41,4,2025-01-25,4,85.72,0.094305268942281,TRY
2800,5,8,4,2025-01-25,2,128.03,0.1745842200509506,USD
2801,6,91,3,2025-01-25,12,185.75,0.1104378451117395,EUR
2802,7,26,3,2025-01-25,3,347.59,0.12542398093799,TRY
2803,8,108,1,2025-01-25,21,414.8,0.0154787853193773,EUR
2804,9,42,1,2025-01-25,9,83.52,0.0420261881690754,EUR
2805,10,22,4,2025-01-25,17,156.61,0.011615627345184,USD
2806,11,53,4,2025-01-25,16,143.35,0.1099856186063556,USD
2807,12,52,4,2025-01-25,5,422.84,0.0045708281714387,EUR
2808,13,120,1,2025-01-25,23,134.5,0.0475590655113426,TRY
2809,15,109,4,2025-01-25,3,453.49,0.1614560254615885,TRY
2810,16,84,1,2025-01-25,9,355.96,0.1524835886035732,USD
2811,17,112,1,2025-01-25,7,289.37,0.0014085678985839,TRY
2812,18,76,2,2025-01-25,14,51.4,0.0909363189133053,USD
2813,19,116,3,2025-01-25,1,286.14,0.0775244467754353,USD
2814,20,118,4,2025-01-25,8,322.2,0.1325507237459673,TRY
2815,21,66,4,2025-01-25,14,453.69,0.1427696232738835,USD
2816,22,44,2,2025-01-25,7,523.87,0.1724504404046601,TRY
2817,23,99,1,2025-01-25,17,441.48,0.0892182111937846,EUR
2818,24,43,3,2025-01-25,11,391.44,0.1610784316930177,TRY
2819,26,80,4,2025-01-25,5,125.78,0.0065469106398171,USD
2820,27,34,3,2025-01-25,17,339.69,0.1754348199652891,EUR
2821,28,40,1,2025-01-25,10,455.04,0.0735288977352613,EUR
2822,29,97,1,2025-01-25,2,507.84,0.1775527842095453,EUR
2823,30,26,1,2025-01-25,10,449.97,0.0453643455770267,TRY
2824,31,105,4,2025-01-25,3,489.18,0.1980960345923447,EUR
2825,32,113,4,2025-01-25,4,171.68,0.1067630031730837,USD
2826,33,30,2,2025-01-25,9,381.31,0.1235820344782004,USD
2827,34,66,4,2025-01-25,14,137.84,0.0605106321041234,EUR
2828,36,39,4,2025-01-25,5,346.56,0.1522565141166385,TRY
2829,37,62,3,2025-01-25,2,56.53,0.0132787308573818,EUR
2830,38,75,3,2025-01-25,4,331.83,0.0997218243867634,TRY
2831,39,85,2,2025-01-25,9,373.08,0.0732102967098445,TRY
2832,40,91,2,2025-01-25,16,258.45,0.0208921171859561,USD
2833,41,83,3,2025-01-25,14,329.55,0.1129869741646444,EUR
2834,42,110,4,2025-01-25,4,420.17,0.1643291029732952,USD
2835,43,69,3,2025-01-25,6,340.46,0.074569657547731,EUR
2836,44,39,2,2025-01-25,5,93.97,0.0865720879988327,USD
2837,45,94,2,2025-01-25,10,279.74,0.0768601310946927,EUR
2838,46,118,1,2025-01-25,19,59.32,0.1486020932081185,USD
2839,47,55,1,2025-01-25,8,471.3,0.0535469543050582,TRY
2840,48,10,2,2025-01-25,8,251.44,0.0005874772916288,EUR
2841,49,115,3,2025-01-25,2,113.63,0.0188086664743564,EUR
2842,50,50,4,2025-01-25,2,371.88,0.0455853161033028,USD
2843,51,89,2,2025-01-25,19,154.47,0.011714724757125,USD
2844,52,69,2,2025-01-25,22,467.96,0.0899496976849459,TRY
2845,53,104,1,2025-01-25,5,439.38,0.132887583429995,TRY
2846,54,74,1,2025-01-25,9,172.12,0.1923486394476015,USD
2847,55,54,2,2025-01-25,15,117.66,0.1170285066730839,TRY
2848,56,53,4,2025-01-25,11,302.81,0.09193593878018,TRY
2849,57,118,4,2025-01-25,17,81.06,0.0155919045232171,EUR
2850,58,18,2,2025-01-25,8,373.89,0.0347792160679514,TRY
2851,59,10,1,2025-01-25,4,282.59,0.1957696679535213,EUR
2852,58,13,1,2025-01-25,5,412.49,0.0417513545232981,TRY
2853,61,36,3,2025-01-25,9,384.71,0.0904678994629803,TRY
2854,62,32,2,2025-01-25,12,433.73,0.0240595255409893,USD
2855,63,56,3,2025-01-25,12,215.54,0.070092371199529,USD
2856,64,71,1,2025-01-25,26,474.12,0.0280224991866256,EUR
2857,65,95,3,2025-01-25,8,219.76,0.0979232516163705,TRY
2858,66,82,2,2025-01-25,1,88.84,0.0762784375155387,EUR
2859,67,39,1,2025-01-25,10,220.28,0.1370618200878376,TRY
2860,68,1,3,2025-01-25,7,114.08,0.0052651617174325,TRY
2861,69,107,2,2025-01-25,12,348.99,0.1485902202152932,TRY
2862,70,113,3,2025-01-25,7,198.9,0.1937087718711587,TRY
2863,71,74,2,2025-01-25,7,323.56,0.0962222280214456,EUR
2864,72,119,3,2025-01-25,4,168.46,0.0937643971369092,TRY
2865,73,38,4,2025-01-25,3,384.98,0.0755941088962779,EUR
2866,74,68,4,2025-01-25,4,440.32,0.0395946102571739,EUR
2867,75,38,1,2025-01-25,10,138.33,0.117929085826724,USD
2868,76,55,4,2025-01-25,12,305.61,0.064446132310353,USD
2869,77,8,1,2025-01-25,1,368.33,0.0388638348158709,EUR
2870,78,27,3,2025-01-25,17,248.03,0.1393420510529183,TRY
2871,79,62,4,2025-01-25,40,442.49,0.0649144948901224,EUR
2872,80,103,4,2025-01-25,3,160.24,0.0341660494078805,EUR
2873,81,81,4,2025-01-25,9,395.94,0.1097585312368089,USD
2874,82,53,1,2025-01-25,11,289.58,0.0846489374357347,USD
2875,83,32,2,2025-01-25,7,66.12,0.1303395641414114,EUR
2876,84,2,2,2025-01-25,5,399.77,0.144297203529033,USD
2877,85,112,4,2025-01-25,2,123.38,0.0105587664018365,USD
2878,86,87,1,2025-01-25,7,210.43,0.1294063846638537,USD
2879,87,38,1,2025-01-25,5,436.15,0.1661884801657578,USD
2880,88,10,3,2025-01-25,8,398.51,0.0054616993721065,EUR
2881,89,55,4,2025-01-25,5,192.33,0.1477070683074346,USD
2882,90,110,2,2025-01-25,17,229.39,0.041161332799203,TRY
2883,91,24,2,2025-01-25,14,179.67,0.0074716508858012,TRY
2884,92,85,1,2025-01-25,10,352.06,0.0094383081383082,USD
2885,93,33,2,2025-01-25,24,453.18,0.1515016675686196,TRY
2886,94,47,2,2025-01-25,10,411.82,0.041815181409757,TRY
2887,96,87,4,2025-01-25,20,285.76,0.1465874814952982,EUR
2888,97,99,3,2025-01-25,9,157.48,0.0252480837949787,USD
2889,98,75,3,2025-01-25,6,201.59,0.1218823812048411,EUR
2890,99,32,3,2025-01-25,3,508.19,0.0858797538181046,TRY
2891,100,36,2,2025-01-25,5,384.49,0.0907634133646747,USD
2892,101,107,4,2025-01-25,13,309.14,0.1100292930557969,USD
2893,102,50,2,2025-01-25,20,321.08,0.080953171603142,EUR
2894,103,35,1,2025-01-25,5,470.25,0.0808568378849719,TRY
2895,104,112,2,2025-01-25,21,243.16,0.1794450914712052,USD
2896,105,35,1,2025-01-25,7,239.74,0.0121157342487402,EUR
2897,106,21,3,2025-01-25,4,433.42,0.1985238334081678,USD
2898,107,56,4,2025-01-25,10,245.04,0.0883062895796518,TRY
2899,108,17,4,2025-01-25,10,251.82,0.1333846706648546,USD
2900,109,20,2,2025-01-25,17,150.49,0.1761392232267147,EUR
2901,110,119,4,2025-01-25,7,200.77,0.1754859461050975,EUR
2902,111,111,4,2025-01-25,6,447.29,0.0595620454896356,TRY
2903,112,42,2,2025-01-25,19,339.01,0.1868023491179164,EUR
2904,113,32,4,2025-01-25,3,359.84,0.1880372325470277,TRY
2905,114,38,2,2025-01-25,11,304.18,0.0052268406941872,TRY
2906,115,54,1,2025-01-25,5,412.69,0.1180475408418707,USD
2907,116,51,1,2025-01-25,18,485.33,0.1720888260373523,TRY
2908,117,32,1,2025-01-25,11,433.73,0.1030538106795827,USD
2909,118,89,4,2025-01-25,7,54.9,0.1612806114676881,EUR
2910,119,105,4,2025-01-25,14,434.85,0.1660195302564899,EUR
2911,120,50,2,2025-01-25,10,151.29,0.1107780887243687,TRY
2912,1,87,1,2025-01-26,15,90.77,0.1276342913217328,EUR
2913,2,1,2,2025-01-26,16,491.48,0.1943991836968168,TRY
2914,3,112,3,2025-01-26,22,268.68,0.0337001058342665,EUR
2915,4,23,2,2025-01-26,2,95.04,0.0322675528228387,TRY
2916,5,68,2,2025-01-26,4,124.12,0.0567817002731128,USD
2917,6,35,1,2025-01-26,11,162.47,0.1999847450941737,EUR
2918,7,30,1,2025-01-26,5,344.53,0.1452579777707298,TRY
2919,8,86,3,2025-01-26,18,420.3,0.1563510613169965,EUR
2920,9,119,4,2025-01-26,2,80.79,0.1705987884785126,EUR
2921,10,102,1,2025-01-26,1,148.94,0.1532286936687358,USD
2922,11,63,3,2025-01-26,16,154.3,0.0578536601627769,USD
2923,12,17,1,2025-01-26,8,470.32,0.0081869730335398,EUR
2924,13,80,1,2025-01-26,14,157.45,0.0034387243561257,TRY
2925,13,120,1,2025-01-26,8,145.92,0.1733443837051019,TRY
2926,15,94,3,2025-01-26,5,442.75,0.0575822419964238,TRY
2927,16,3,2,2025-01-26,9,352.21,0.0257785671213309,USD
2928,17,87,1,2025-01-26,5,300.33,0.151201747870971,TRY
2929,18,13,2,2025-01-26,21,47.63,0.0929318302248584,USD
2930,19,120,3,2025-01-26,3,315.64,0.1321306625315026,USD
2931,21,101,4,2025-01-26,6,496.14,0.1628642400084937,USD
2932,22,24,3,2025-01-26,4,441.44,0.1144330133588031,TRY
2933,23,73,4,2025-01-26,7,455.82,0.1473141551027636,EUR
2934,24,2,4,2025-01-26,14,386.07,0.1378940899640877,TRY
2935,27,57,3,2025-01-26,6,355.78,0.1455775455362661,EUR
2936,25,11,1,2025-01-26,2,137.58,0.1455775455362661,EUR
2937,26,85,4,2025-01-26,5,148.59,0.0287803254189481,USD
2938,27,29,3,2025-01-26,10,324.37,0.0597681858953027,EUR
2939,28,82,2,2025-01-26,8,504.68,0.1024056528215898,EUR
2940,29,111,4,2025-01-26,2,488.95,0.0795539338823571,EUR
2941,31,28,2,2025-01-26,2,515.24,0.0368371400838915,EUR
2942,32,40,2,2025-01-26,3,173.29,0.0009534847241526,USD
2943,33,42,1,2025-01-26,8,381.26,0.0661988025039553,USD
2944,34,50,1,2025-01-26,7,157.79,0.0630650571860907,EUR
2945,35,22,3,2025-01-26,4,237.42,0.0997975089596205,EUR
2946,36,80,2,2025-01-26,12,309.8,0.0122868228542235,TRY
2947,37,109,2,2025-01-26,2,57.1,0.1351313048597928,EUR
2948,38,29,4,2025-01-26,8,286.76,0.1280071877506678,TRY
2949,39,24,4,2025-01-26,4,408.7,0.0040511606807237,TRY
2950,40,63,1,2025-01-26,11,252.48,0.1380317116040537,USD
2951,41,12,3,2025-01-26,11,301.66,0.0313948625329714,EUR
2952,42,88,3,2025-01-26,13,473.14,0.1083148210162091,USD
2953,43,110,4,2025-01-26,4,338.95,0.0352185873684989,EUR
2954,44,97,3,2025-01-26,2,79.81,0.0009908518138752,USD
2955,45,39,1,2025-01-26,26,299.26,0.0430897669808715,EUR
2956,46,54,1,2025-01-26,11,55.09,0.1875242111404592,USD
2957,47,28,2,2025-01-26,8,411.42,0.117007732463999,TRY
2958,48,1,1,2025-01-26,5,247.3,0.0451385848066345,EUR
2959,49,13,4,2025-01-26,2,127.95,0.0043357777354227,EUR
2960,50,90,3,2025-01-26,3,363.37,0.0368411732341145,USD
2961,51,1,3,2025-01-26,15,158.9,0.1028245504795937,USD
2962,52,1,2,2025-01-26,16,459.64,0.1158734232150031,TRY
2963,53,96,2,2025-01-26,3,439.89,0.1559272115590106,TRY
2964,54,37,1,2025-01-26,12,156.37,0.1924746325389605,USD
2965,55,2,4,2025-01-26,15,133.99,0.0579250610487045,TRY
2966,56,87,2,2025-01-26,3,326.36,0.0236539462431352,TRY
2967,57,55,4,2025-01-26,20,87.06,0.182487589276448,EUR
2968,58,83,4,2025-01-26,10,399.67,0.142299682539718,TRY
2969,59,71,2,2025-01-26,5,293.44,0.083618095616842,EUR
2970,60,85,4,2025-01-26,9,455.49,0.1400586406111761,EUR
2971,61,87,1,2025-01-26,10,383.25,0.1442722449078375,TRY
2972,62,50,1,2025-01-26,7,460.06,0.0956920856625789,USD
2973,63,20,2,2025-01-26,9,194.75,0.0955646732935474,USD
2974,64,112,1,2025-01-26,10,453.79,0.0972588779376509,EUR
2975,65,54,3,2025-01-26,9,222.85,0.1637470895584805,TRY
2976,66,25,3,2025-01-26,9,98.22,0.0995960370954693,EUR
2977,67,99,3,2025-01-26,3,202.79,0.005783601014256,TRY
2978,68,112,2,2025-01-26,9,112.81,0.1139595177059493,TRY
2979,69,77,3,2025-01-26,10,363.99,0.1394582838910066,TRY
2980,70,62,2,2025-01-26,5,187.44,0.1004409698418627,TRY
2981,71,103,2,2025-01-26,10,298.47,0.1070745270156944,EUR
2982,72,115,3,2025-01-26,5,191.56,0.0825469081737079,TRY
2983,73,86,3,2025-01-26,2,386.22,0.1047585802368239,EUR
2984,74,51,4,2025-01-26,13,445.02,0.162905023079865,EUR
2985,75,9,3,2025-01-26,17,162.98,0.0862165159659332,USD
2986,76,29,3,2025-01-26,7,294.62,0.0975703510389904,USD
2987,77,41,4,2025-01-26,3,370.41,0.1819174382819341,EUR
2988,78,66,4,2025-01-26,18,256.79,0.0771805712783263,TRY
2989,79,91,3,2025-01-26,11,495.02,0.0851720976229648,EUR
2990,80,1,3,2025-01-26,2,154.95,0.0240627467955354,EUR
2991,81,69,4,2025-01-26,8,380.75,0.1157188924098221,USD
2992,82,99,4,2025-01-26,14,284.69,0.1717496545759694,USD
2993,83,95,2,2025-01-26,12,61.54,0.0894620148477197,EUR
2994,84,88,3,2025-01-26,10,442.94,0.0043569812385573,USD
2995,85,56,3,2025-01-26,4,133.66,0.1732945488966748,USD
2996,86,38,2,2025-01-26,17,182.27,0.131348634319377,USD
2997,87,37,1,2025-01-26,6,431.88,0.0922938161344883,USD
2998,88,48,2,2025-01-26,6,436.02,0.194493148465077,EUR
2999,89,27,1,2025-01-26,6,193.73,0.1039504785706202,USD
3000,90,100,2,2025-01-26,10,236.9,0.1221928261663016,TRY
3001,91,119,1,2025-01-26,6,176.78,0.088941475220185,TRY
3002,92,63,4,2025-01-26,7,356.34,0.1406320397104713,USD
